order_id,customer_id,product_id,order_date,ship_date,region,ship_mode,quantity,unit_price,discount,sales_amount
ORD003101,CUST00036,PROD0006,12-11-2022,14-11-2022,Europe,Standard Class,7,111.99,0,783.93
ORD002435,CUST00531,PROD0084,09-03-2023,13-03-2023,Europe,Second Class,6,435.65,0.15,2221.81
ORD000574,CUST00176,PROD0113,28-11-2024,30-11-2024,Latin America,Same Day,9,270.53,0.05,2313.03
ORD002381,CUST00048,PROD0115,01-12-2023,06-12-2023,Europe,Second Class,5,264.42,0.1,1189.89
ORD001964,CUST00805,PROD0086,21-04-2022,24-04-2022,North America,Second Class,2,118.96,0.1,214.13
ORD000302,CUST00303,PROD0018,02-08-2024,04-08-2024,Europe,Standard Class,1,43.23,0.15,36.75
ORD001026,CUST00561,PROD0003,24-07-2022,28-07-2022,Europe,Second Class,3,456.37,0,1369.11
ORD003025,CUST00765,PROD0002,01-12-2023,06-12-2023,Latin America,First Class,6,368.56,0.1,1990.22
ORD000978,CUST00007,PROD0053,09-11-2023,,North America,Same Day,3,457.67,0.1,1235.71
ORD003001,CUST00894,PROD0034,04-08-2024,07-08-2024,Asia Pacific,Same Day,9,552.82,0,4975.38
ORD000134,CUST00575,PROD0032,12-11-2024,17-11-2024,Latin America,Second Class,5,48.7,0.15,206.97
ORD000950,CUST00769,PROD0106,19-02-2023,22-02-2023,Latin America,Standard Class,5,516.83,0.1,2325.74
ORD001726,CUST00088,PROD0023,28-09-2024,05-10-2024,Europe,Standard Class,6,454.27,0.15,2316.78
ORD000617,CUST00092,PROD0114,04-03-2024,07-03-2024,Europe,Standard Class,3,320.6,0.2,769.44
ORD000822,CUST00387,PROD0018,04-03-2024,07-03-2024,Europe,Standard Class,8,43.23,0,345.84
ORD000441,CUST00240,PROD0016,26-08-2024,28-08-2024,Latin America,Standard Class,4,100.98,0,403.92
ORD001193,CUST00307,PROD0016,10-09-2023,12-09-2023,Europe,Same Day,8,100.98,0.1,727.06
ORD003005,CUST00693,PROD0014,16-06-2023,20-06-2023,Europe,Standard Class,10,6.03,0,60.3
ORD000572,CUST00329,PROD0020,15-09-2022,21-09-2022,North America,Second Class,5,391.71,0.1,1762.69
ORD002592,CUST00221,PROD0108,18-06-2022,,North America,Second Class,8,264.17,0,2113.36
ORD002596,CUST00701,PROD0056,07-03-2022,11-03-2022,Asia Pacific,Standard Class,8,35.09,0.1,252.65
ORD000398,CUST00054,PROD0094,07-03-2022,09-03-2022,North America,Second Class,10,585.09,0.1,5265.81
ORD002638,CUST00035,PROD0106,19-04-2024,24-04-2024,Asia Pacific,Standard Class,8,516.83,0,4134.64
ORD002534,CUST00783,PROD0029,25-12-2024,26-12-2024,Europe,First Class,2,159.41,0,318.82
ORD001167,CUST00673,PROD0068,20-03-2024,23-03-2024,Asia Pacific,Standard Class,9,147.64,0.1,1195.88
ORD002281,CUST00623,PROD0001,10-05-2023,17-05-2023,Latin America,Standard Class,3,276.1,0.15,704.06
ORD001235,CUST00650,PROD0025,22-06-2024,23-06-2024,Asia Pacific,Second Class,4,109.89,0.15,373.63
ORD000981,CUST00102,PROD0109,28-03-2022,04-04-2022,Latin America,Standard Class,4,15.42,0.2,49.34
ORD000196,CUST00049,PROD0015,07-07-2022,13-07-2022,,Same Day,5,208.86,0.15,887.66
ORD001020,CUST00567,PROD0113,12-10-2024,13-10-2024,North America,Second Class,2,270.53,0,541.06
ORD003151,CUST00680,PROD0104,07-05-2023,14-05-2023,Latin America,Second Class,5,256.59,0.05,1218.8
ORD002116,CUST00261,PROD0013,11-05-2022,18-05-2022,Asia Pacific,Same Day,10,142.31,0.15,1209.63
ORD001932,CUST00735,PROD0103,01-03-2024,04-03-2024,North America,Second Class,5,350.94,0,1754.7
ORD000910,CUST00136,PROD0099,11-11-2022,17-11-2022,Europe,Same Day,8,330.98,0,2647.84
ORD002278,CUST00832,PROD0105,31-01-2024,06-02-2024,Europe,Same Day,8,492.55,0.15,3349.34
ORD002521,CUST00622,PROD0112,05-02-2023,09-02-2023,Europe,,10,229.22,0,2292.2
ORD000651,CUST00110,PROD0079,01-11-2023,04-11-2023,Europe,Standard Class,8,301.9,0.15,2052.92
ORD000255,CUST00857,PROD0085,18-04-2022,25-04-2022,Latin America,Second Class,2,174.68,0,349.36
ORD001613,CUST00555,PROD0017,25-09-2023,02-10-2023,North America,Second Class,1,257.88,0.2,206.3
ORD000911,CUST00057,PROD0034,05-11-2024,12-11-2024,Asia Pacific,Same Day,1,552.82,0,552.82
ORD003172,CUST00196,PROD0091,02-08-2024,06-08-2024,North America,Same Day,10,595.15,0.15,5058.77
ORD001966,CUST00335,PROD0042,28-06-2024,29-06-2024,Europe,Second Class,9,48.23,0.05,412.37
ORD003049,CUST00093,PROD0013,25-03-2022,30-03-2022,Latin America,First Class,3,142.31,0,426.93
ORD003096,CUST00496,PROD0098,02-01-2023,09-01-2023,Latin America,First Class,3,365.96,0,1097.88
ORD003054,CUST00895,PROD0037,24-06-2024,30-06-2024,Europe,Standard Class,9,517.48,0,4657.32
ORD001337,CUST00589,PROD0052,08-05-2022,12-05-2022,Latin America,Second Class,7,524.08,0,3668.56
ORD003007,CUST00392,PROD0055,14-04-2023,20-04-2023,North America,Standard Class,10,222.38,0.05,2112.61
ORD001893,CUST00026,PROD0110,12-01-2024,14-01-2024,Latin America,Same Day,1,453.31,0.05,430.64
ORD003121,CUST00451,PROD0032,11-02-2023,13-02-2023,Latin America,Second Class,4,48.7,0.2,155.84
ORD000640,CUST00075,PROD0076,25-06-2024,29-06-2024,Asia Pacific,First Class,3,393.52,0.05,1121.53
ORD001124,CUST00756,PROD0021,13-08-2023,14-08-2023,Europe,Standard Class,10,563.08,0,5630.8
ORD001275,CUST00427,PROD0102,02-01-2022,05-01-2022,Europe,Standard Class,2,86.56,0.1,155.81
ORD002463,CUST00749,PROD0099,06-09-2023,09-09-2023,Europe,Standard Class,4,330.98,0.05,1257.72
ORD001136,CUST00323,PROD0004,06-04-2024,13-04-2024,Latin America,Second Class,9,503.13,0.15,3848.94
ORD000721,CUST00517,PROD0009,29-06-2023,01-07-2023,North America,First Class,9,232.46,0.2,1673.71
ORD000065,CUST00262,PROD0088,25-10-2022,31-10-2022,Asia Pacific,Second Class,7,409.08,0.1,2577.2
ORD001303,CUST00313,PROD0062,03-04-2022,06-04-2022,North America,Second Class,4,41.13,0,164.52
ORD001909,CUST00942,PROD0017,23-05-2022,26-05-2022,North America,Standard Class,2,257.88,0,515.76
ORD003103,CUST00595,PROD0103,06-09-2022,11-09-2022,North America,Second Class,8,350.94,0,2807.52
ORD000489,CUST00672,PROD0054,25-06-2022,28-06-2022,North America,Standard Class,6,532.54,0,3195.24
ORD001559,CUST00928,PROD0100,07-02-2023,09-02-2023,Europe,Standard Class,7,160.34,0,1122.38
ORD002677,CUST00601,PROD0027,25-04-2024,02-05-2024,Asia Pacific,Same Day,9,152.85,0,1375.65
ORD002162,CUST00906,PROD0064,26-03-2024,01-04-2024,North America,Standard Class,9,562.27,0,5060.43
ORD000086,CUST00999,PROD0057,10-06-2023,11-06-2023,Latin America,Second Class,2,224.76,0.2,359.62
ORD001460,CUST00792,PROD0075,05-11-2022,06-11-2022,North America,First Class,1,112.08,0,112.08
ORD002072,CUST00921,PROD0079,29-05-2022,05-06-2022,Europe,First Class,7,301.9,0,2113.3
ORD000177,CUST00339,PROD0041,14-06-2024,21-06-2024,North America,First Class,5,204.65,0.2,818.6
ORD000567,CUST00925,PROD0082,24-10-2022,29-10-2022,North America,First Class,4,542.12,0.2,1734.78
ORD003136,CUST00889,PROD0103,23-03-2022,29-03-2022,Europe,Standard Class,7,350.94,0.1,2210.92
ORD002609,CUST00087,PROD0053,21-11-2024,24-11-2024,Europe,Standard Class,9,457.67,0.15,3501.18
ORD002284,CUST00219,PROD0029,08-11-2023,09-11-2023,Latin America,Second Class,2,159.41,0,318.82
ORD002438,CUST00592,PROD0044,23-06-2022,25-06-2022,Asia Pacific,Standard Class,6,112.46,0,674.76
ORD002193,CUST00125,PROD0023,17-09-2022,22-09-2022,Latin America,First Class,1,454.27,0,454.27
ORD001277,CUST00166,PROD0072,16-10-2023,21-10-2023,North America,Second Class,6,380.44,0.15,1940.24
ORD001737,CUST00443,PROD0073,15-12-2024,18-12-2024,Europe,Second Class,8,171.97,0.1,1238.18
ORD000356,CUST00988,PROD0061,06-06-2022,07-06-2022,Latin America,Standard Class,5,546.36,0.15,2322.03
ORD002636,CUST00811,PROD0095,19-11-2024,23-11-2024,North America,Standard Class,6,247.15,0,1482.9
ORD000099,CUST00839,PROD0021,04-12-2023,,Asia Pacific,Standard Class,2,563.08,0,1126.16
ORD000133,CUST00951,PROD0056,15-01-2023,16-01-2023,Asia Pacific,Standard Class,8,35.09,0.1,252.65
ORD001141,CUST00104,PROD0043,09-05-2024,10-05-2024,Europe,Standard Class,7,470.55,0.05,3129.16
ORD001337,CUST00589,PROD0052,08-05-2022,12-05-2022,Latin America,Second Class,7,524.08,0,3668.56
ORD003160,CUST00777,PROD0071,03-03-2022,08-03-2022,Asia Pacific,Same Day,3,567.98,0.1,1533.55
ORD001824,CUST00705,PROD0022,24-02-2024,01-03-2024,Asia Pacific,Standard Class,8,390.44,0,3123.52
ORD000709,CUST00569,PROD0034,27-07-2024,30-07-2024,Asia Pacific,First Class,7,552.82,0,3869.74
ORD000188,CUST00513,PROD0029,05-03-2023,08-03-2023,North America,Standard Class,7,159.41,0.1,1004.28
ORD002813,CUST00910,PROD0102,28-05-2024,31-05-2024,North America,Standard Class,2,86.56,0.2,138.5
ORD002805,CUST00952,PROD0090,14-05-2022,18-05-2022,Asia Pacific,Standard Class,6,309.43,0,1856.58
ORD002304,CUST00534,PROD0099,14-09-2024,19-09-2024,Europe,First Class,5,330.98,0,1654.9
ORD002554,CUST00876,PROD0034,21-07-2022,26-07-2022,North America,Standard Class,4,552.82,0,2211.28
ORD002431,CUST00332,PROD0008,15-02-2022,22-02-2022,Asia Pacific,Standard Class,1,508.54,0.2,406.83
ORD001508,CUST00459,PROD0098,04-08-2022,07-08-2022,Latin America,First Class,9,365.96,0,3293.64
